YEAR,WEEK_IN_YEAR,PRICE,EFFECTIVE_VOLUME,AVERAGE_WEIGHT,WEIGHTS_IMPACTING
2010,43,1.03,10460200,6.561904762,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9]"
2010,44,1.01,6151600,6.552380952,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9]"
2010,45,1,6455475,6.542857143,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 7, 8, 9, 8, 10, 10, 9, 10, 9]"
2010,46,1,9459375,6.533333333,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 8, 9, 8, 10, 10, 9, 10, 9]"
2010,47,1.07,3159225,6.504761905,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 9, 8, 10, 10, 9, 10, 9]"
2010,48,1.1,1523700,6.495238095,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 8, 10, 10, 9, 10, 9]"
2010,49,1.01,489600,6.485714286,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 10, 10, 9, 10, 9]"
2010,50,1.04,926100,6.485714286,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 10, 9, 10, 9]"
2010,51,1.08,188100,6.485714286,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 9, 10, 9]"
2010,52,1.12,11700,6.476190476,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 10, 10, 8, 7, 9, 8, 10, 9, 7, 8, 9, 7, 8, 8, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 5, 7, 5, 5, 7, 7, 8, 9, 8, 10, 10, 9, 10, 9, 10, 9]"
2011,1,0.93,45900,6.566037736,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,2,1.02,55800,6.552380952,"[8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,3,1.05,81000,6.561904762,"[10, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,4,1.04,267300,6.580952381,"[10, 10, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,5,1.11,1014400,6.580952381,"[10, 10, 9, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,6,0.91,1026900,6.571428571,"[10, 10, 9, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,7,0.99,966600,6.571428571,"[10, 10, 9, 8, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,8,1.09,855900,6.571428571,"[10, 10, 9, 8, 8, 9, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,9,1.11,711275,6.571428571,"[10, 10, 9, 8, 8, 9, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,10,1.1,2175300,6.580952381,"[10, 10, 9, 8, 8, 9, 8, 9, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,11,1.23,2997375,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,12,1.3,4111600,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,13,1.35,5040550,6.60952381,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,14,1.38,2416750,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,15,1.41,5280500,6.60952381,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,16,1.43,5203500,6.59047619,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,17,1.47,7493325,6.59047619,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,18,1.42,8271950,6.580952381,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,19,1.32,8819900,6.571428571,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,20,1.35,8417925,6.571428571,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,21,1.38,8796175,6.552380952,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,22,1.37,6965250,6.561904762,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,23,1.38,11426750,6.561904762,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,24,1.39,9681425,6.571428571,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,25,1.38,10760225,6.59047619,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,26,1.37,13628950,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,27,1.5,14713575,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,28,1.49,15625525,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,29,1.55,12528800,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,30,1.57,15351700,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,31,1.59,14426650,6.6,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
